stamp;x;y;z
07/11/2020 12.34.49;-2,610877;-7,8290396;7,1502833
07/11/2020 12.34.49;-2,7760768;-7,147889;6,6893997
07/11/2020 12.34.49;-3,618836;-6,603208;6,482301
07/11/2020 12.34.49;-2,858677;-6,483498;6,3302693
07/11/2020 12.34.49;-2,634819;-7,5453267;7,4615297
07/11/2020 12.34.49;-2,802413;-7,3047094;7,004237
07/11/2020 12.34.49;-3,453636;-7,0545154;6,1123967
07/11/2020 12.34.49;-3,0945058;-6,9826894;6,6163764
07/11/2020 12.34.49;-2,2888567;-7,047333;6,873753
07/11/2020 12.34.49;-2,7952304;-7,451953;7,1263413
07/11/2020 12.34.49;-3,3734303;-7,028179;6,8641763
07/11/2020 12.34.49;-3,204639;-6,540959;6,423643
07/11/2020 12.34.49;-2,6300306;-6,823475;7,264008
07/11/2020 12.34.49;-2,9364884;-6,8043213;7,273585
07/11/2020 12.34.49;-3,3279405;-6,991069;6,1004257
07/11/2020 12.34.49;-3,2908301;-7,109582;5,9926867
07/11/2020 12.34.49;-2,4420857;-7,7105265;6,540959
07/11/2020 12.34.49;-2,3211784;-8,1163435;6,229713
07/11/2020 12.34.49;-3,120842;-7,9224133;6,3697734
07/11/2020 12.34.49;-3,0382419;-6,8988924;5,741296
07/11/2020 12.34.49;-1,9812019;-7,4567413;6,5816603
07/11/2020 12.34.49;-2,6312277;-7,8876977;6,7624226
07/11/2020 12.34.49;-2,815581;-7,477092;5,6646814
07/11/2020 12.34.49;-3,0777464;-7,5944076;5,861006
07/11/2020 12.34.49;-2,1894975;-7,9942393;6,053739
07/11/2020 12.34.49;-2,171541;-8,499416;6,10282
07/11/2020 12.34.49;-2,8682537;-8,085219;6,078878
07/11/2020 12.34.49;-3,107674;-7,183802;5,8095303
07/11/2020 12.34.49;-2,5438392;-7,2221093;6,159084
07/11/2020 12.34.49;-2,6300306;-7,4268136;7,28795
07/11/2020 12.34.49;-2,8491;-6,8761473;6,385336
07/11/2020 12.34.49;-3,4320881;-7,129933;6,3099184
07/11/2020 12.34.49;-2,7234044;-7,2867527;6,1530986
07/11/2020 12.34.49;-1,9668367;-7,902063;6,1782374
07/11/2020 12.34.49;-2,5318682;-8,607155;6,3769565
07/11/2020 12.34.49;-3,4081461;-7,9391727;5,827487
07/11/2020 12.34.49;-2,6743233;-6,9838862;5,777209
07/11/2020 12.34.49;-2,2337902;-7,5106106;6,5469446
07/11/2020 12.34.49;-2,8048072;-7,608773;6,8749504
07/11/2020 12.34.49;-2,7700913;-7,433996;6,123171
07/11/2020 12.34.49;-3,0921116;-7,5201874;5,7520695
07/11/2020 12.34.49;-2,3235726;-7,5800424;6,181829
07/11/2020 12.34.49;-2,3068132;-8,402451;6,7133417
07/11/2020 12.34.49;-2,6850972;-7,705738;6,266823
07/11/2020 12.34.49;-3,157952;-6,953959;6,029797
07/11/2020 12.34.49;-2,5498247;-7,1634517;6,1650696
07/11/2020 12.34.49;-2,48159;-7,856573;7,229292
07/11/2020 12.34.49;-2,645593;-7,299921;6,528988
07/11/2020 12.34.49;-3,1830912;-7,3729444;6,075287
07/11/2020 12.34.49;-2,908955;-7,359776;6,3470287
07/11/2020 12.34.49;-2,4528596;-7,4806833;6,7468605
07/11/2020 12.34.49;-2,693477;-7,7344685;7,0006456
07/11/2020 12.34.49;-3,1256304;-7,165846;6,707356
07/11/2020 12.34.49;-3,5853171;-6,319495;6,5505357
07/11/2020 12.34.49;-2,7234044;-6,483498;6,870162
07/11/2020 12.34.49;-2,731784;-7,359776;7,4603324
07/11/2020 12.34.49;-2,5941176;-7,183802;6,6846113
07/11/2020 12.34.49;-3,442862;-7,6889787;6,1279593
07/11/2020 12.34.49;-2,694674;-7,37055;5,469554
07/11/2020 12.34.49;-2,135628;-7,703344;6,3889275
07/11/2020 12.34.49;-2,505532;-8,311471;6,3661823
07/11/2020 12.34.49;-3,1759086;-7,795521;6,3781533
07/11/2020 12.34.49;-3,4201171;-6,4140663;5,8837504
07/11/2020 12.34.49;-2,730587;-7,017405;6,6666546
07/11/2020 12.34.49;-2,9496565;-6,695385;7,302315
07/11/2020 12.34.49;-3,083732;-6,944382;6,625953
07/11/2020 12.34.49;-3,3399115;-7,135918;6,205771
07/11/2020 12.34.49;-2,5809495;-7,48188;6,1866174
07/11/2020 12.34.49;-2,2050598;-8,438364;6,573281
07/11/2020 12.34.49;-2,6491842;-8,037335;6,3901243
07/11/2020 12.34.49;-3,2597055;-7,025785;6,077681
07/11/2020 12.34.49;-2,943671;-6,563704;6,3326635
07/11/2020 12.34.49;-2,755726;-6,9252286;7,3992805
07/11/2020 12.34.49;-3,1352072;-6,669049;7,327454
07/11/2020 12.34.49;-3,3183637;-6,7372837;6,8330517
07/11/2020 12.34.49;-3,309984;-7,2101383;6,279991
07/11/2020 12.34.49;-2,801216;-7,2185183;6,39611
07/11/2020 12.34.49;-2,5941176;-7,9810715;7,00304
07/11/2020 12.34.49;-2,5845408;-7,443573;6,339846
07/11/2020 12.34.49;-2,5079262;-7,475895;6,196194
07/11/2020 12.34.49;-2,5725696;-7,3609734;6,5230026
07/11/2020 12.34.49;-2,7509377;-7,6015906;6,491878
07/11/2020 12.34.49;-2,6180596;-7,3226657;6,30513
07/11/2020 12.34.49;-2,6539726;-7,350199;6,4607534
07/11/2020 12.34.49;-2,6180596;-7,475895;6,3829417
07/11/2020 12.34.49;-2,4863784;-7,6590514;6,303933
07/11/2020 12.34.49;-2,542642;-7,7452426;6,271611
07/11/2020 12.34.49;-2,5007436;-7,7811556;6,1195793
07/11/2020 12.34.49;-2,3810337;-7,821857;6,209362
07/11/2020 12.34.49;-2,7102363;-7,8649526;6,1770406
07/11/2020 12.34.49;-2,60968;-7,4627266;6,1686606
07/11/2020 12.34.49;-2,6647465;-7,5189905;6,363788
07/11/2020 12.34.49;-2,6994624;-7,335834;6,578069
07/11/2020 12.34.49;-2,9460652;-7,1849995;6,791153
07/11/2020 12.34.49;-2,9771898;-6,8450227;6,862979
07/11/2020 12.34.49;-2,9388826;-6,781576;6,967127
07/11/2020 12.34.49;-3,0382419;-6,7241154;7,062895
07/11/2020 12.34.49;-3,1064768;-6,70975;7,1754227
07/11/2020 12.34.49;-3,0681696;-6,6510925;7,1634517
07/11/2020 12.34.49;-3,1124623;-6,733692;7,091625
07/11/2020 12.34.49;-3,0298622;-6,7971387;6,9958572
07/11/2020 12.34.49;-3,0669725;-6,89171;7,0066314
07/11/2020 12.34.49;-2,8646624;-6,849811;6,981492
07/11/2020 12.34.49;-2,9843724;-7,0090256;7,0688806
07/11/2020 12.34.49;-3,0310593;-6,9383965;7,0126166
07/11/2020 12.34.49;-2,9987376;-6,787562;7,01142
07/11/2020 12.34.49;-2,9747956;-6,7444663;6,88333
07/11/2020 12.34.49;-2,9281087;-6,967127;6,8246717
07/11/2020 12.34.49;-2,835932;-7,265205;6,5684924
07/11/2020 12.34.49;-2,837129;-7,693767;6,5864487
07/11/2020 12.34.49;-2,7114334;-7,656657;5,318719
07/11/2020 12.34.49;-3,1663318;-7,9331875;6,1219735
07/11/2020 12.34.49;-2,5067291;-7,6027875;6,1638722
07/11/2020 12.34.49;-2,517503;-7,747637;6,4870896
07/11/2020 12.34.49;-2,789245;-7,6710224;6,495469
07/11/2020 12.34.49;-3,655946;-7,153875;6,5146227
07/11/2020 12.34.49;-3,0202854;-6,835446;5,922058
07/11/2020 12.34.49;-2,493561;-7,5644803;7,3298483
07/11/2020 12.34.49;-2,8538885;-7,0186024;6,853402
07/11/2020 12.34.49;-3,1890767;-6,9348054;6,5684924
07/11/2020 12.34.49;-3,4320881;-7,3406224;5,886145
07/11/2020 12.34.49;-2,7868507;-7,536947;6,14831
07/11/2020 12.34.49;-2,2242134;-8,1797905;6,159084
07/11/2020 12.34.49;-2,5474305;-8,321048;6,159084
07/11/2020 12.34.49;-3,0550013;-7,644686;5,9567738
07/11/2020 12.34.49;-3,1004913;-7,086837;5,9124813
07/11/2020 12.34.49;-2,622848;-7,3609734;6,769605
07/11/2020 12.34.49;-2,801216;-7,147889;6,801927
07/11/2020 12.34.49;-3,0550013;-7,1981673;6,7468605
07/11/2020 12.34.49;-3,0454245;-7,4746976;5,9807158
07/11/2020 12.34.49;-2,7006595;-7,548918;6,3099184
07/11/2020 12.34.49;-2,480393;-7,9367785;6,5337763
07/11/2020 12.34.49;-2,5558102;-8,159439;6,3458314
07/11/2020 12.34.49;-3,2345665;-7,5644803;6,14831
07/11/2020 12.34.49;-3,2369606;-6,739678;6,0501475
07/11/2020 12.34.49;-2,5031378;-7,3549876;6,7827735
07/11/2020 12.34.49;-2,755726;-7,3729444;6,8809357
07/11/2020 12.34.49;-3,028665;-7,3789296;6,277597
07/11/2020 12.34.49;-3,0992942;-7,5465236;5,49589
07/11/2020 12.34.49;-2,5270798;-7,455544;6,232107
07/11/2020 12.34.49;-2,2613235;-8,040926;6,4523735
07/11/2020 12.34.49;-3,039439;-7,9343843;6,409278
07/11/2020 12.34.49;-3,405752;-6,835446;6,1530986
07/11/2020 12.34.49;-2,4851813;-6,9479733;6,229713
07/11/2020 12.34.49;-2,801216;-7,120356;7,001843
07/11/2020 12.34.49;-2,823961;-7,1586633;6,563704
07/11/2020 12.34.49;-3,2561142;-7,511808;6,157887
07/11/2020 12.34.49;-3,1112652;-7,228095;6,039374
07/11/2020 12.34.49;-2,3415294;-7,454347;6,269217
07/11/2020 12.34.49;-2,2254105;-7,961918;6,563704
07/11/2020 12.34.49;-3,0801406;-7,926005;6,457162
07/11/2020 12.34.49;-3,430891;-6,8893156;6,075287
07/11/2020 12.34.49;-2,6910827;-7,123947;6,1626754
07/11/2020 12.34.49;-2,8179753;-7,1167645;7,103596
07/11/2020 12.34.49;-2,9472623;-6,980295;6,9647326
07/11/2020 12.34.49;-3,4272997;-7,273585;6,2009826
07/11/2020 12.34.49;-3,2381577;-7,086837;6,5146227
07/11/2020 12.34.49;-2,5187001;-7,0449386;6,921637
07/11/2020 12.34.49;-2,847903;-7,350199;6,9360023
07/11/2020 12.34.49;-3,6703112;-6,8905125;6,9862804
07/11/2020 12.34.49;-3,4332852;-6,199785;6,265626
07/11/2020 12.34.49;-2,7269957;-6,8761473;7,1849995
07/11/2020 12.34.49;-2,9747956;-7,038953;7,4363904
07/11/2020 12.34.49;-3,0346506;-6,92044;6,445191
07/11/2020 12.34.49;-3,2369606;-7,3885064;6,2368956
07/11/2020 12.34.49;-2,89459;-7,339425;6,477513
07/11/2020 12.34.49;-2,3199813;-7,8709383;6,528988
07/11/2020 12.34.49;-2,6001031;-8,09719;6,3470287
07/11/2020 12.34.49;-3,2130187;-7,451953;6,4128695
07/11/2020 12.34.49;-2,9496565;-6,943185;6,0046577
07/11/2020 12.34.49;-2,6372132;-7,4004774;7,0066314
07/11/2020 12.34.49;-2,8335378;-6,903681;7,2268977
07/11/2020 12.34.49;-3,3518825;-6,5984197;7,097611
07/11/2020 12.34.49;-3,3722332;-6,6666546;6,4523735
07/11/2020 12.34.49;-2,89459;-6,739678;6,907272
07/11/2020 12.34.49;-2,6300306;-6,9743094;6,9838862
07/11/2020 12.34.49;-3,107674;-7,678205;7,165846
07/11/2020 12.34.49;-3,4991257;-6,987478;6,349423
07/11/2020 12.34.49;-2,6743233;-6,71813;6,181829
07/11/2020 12.34.49;-2,765303;-7,129933;7,3609734
07/11/2020 12.34.49;-2,954445;-6,867768;7,228095
07/11/2020 12.34.49;-3,3913867;-6,8198833;6,1902084
07/11/2020 12.34.49;-3,0059202;-7,265205;6,1985884
07/11/2020 12.34.49;-2,2649148;-7,763199;6,319495
07/11/2020 12.34.49;-2,517503;-8,340201;6,364985
07/11/2020 12.34.49;-3,1064768;-7,7811556;6,173449
07/11/2020 12.34.49;-2,7748797;-7,132327;5,720945
07/11/2020 12.34.49;-2,231396;-7,6626425;6,420052
07/11/2020 12.34.49;-2,7724855;-7,656657;6,551733
07/11/2020 12.34.49;-2,9233203;-7,571663;6,005855
07/11/2020 12.34.49;-3,0178912;-7,716512;5,8598084
07/11/2020 12.34.49;-2,2732944;-7,621941;6,1207767
07/11/2020 12.34.49;-2,3511062;-8,221688;6,269217
07/11/2020 12.34.49;-2,7138276;-7,9008656;6,069301
07/11/2020 12.34.49;-3,3518825;-7,2448545;6,045359
07/11/2020 12.34.49;-2,4313118;-7,338228;6,4427967
07/11/2020 12.34.49;-2,553416;-7,327454;6,871359
07/11/2020 12.34.49;-3,1555579;-6,872556;6,611588
07/11/2020 12.34.49;-3,1603463;-7,228095;6,3362546
07/11/2020 12.34.49;-2,5773582;-7,1981673;6,38773
07/11/2020 12.34.49;-2,6252422;-8,196549;6,6510925
07/11/2020 12.34.49;-2,6623523;-7,77517;6,3302693
07/11/2020 12.34.49;-3,3614593;-7,01142;6,1399302
07/11/2020 12.34.49;-2,8502972;-6,728904;6,417658
07/11/2020 12.34.49;-2,6850972;-6,919243;7,2544312
07/11/2020 12.34.49;-3,064578;-6,745663;7,067683
07/11/2020 12.34.49;-3,4943373;-6,7025676;6,301539
07/11/2020 12.34.49;-3,0777464;-7,103596;6,6056023
07/11/2020 12.34.49;-2,4851813;-7,539341;6,907272
07/11/2020 12.34.49;-2,633622;-7,836222;6,551733
07/11/2020 12.34.49;-4,23654;-7,1826053;6,1423244
07/11/2020 12.34.49;-3,169923;-6,752846;5,4551888
07/11/2020 12.34.49;-2,4265234;-7,943961;7,4567413
07/11/2020 12.34.49;-2,8083985;-7,571663;6,742072
07/11/2020 12.34.49;-3,1016884;-7,359776;6,053739
07/11/2020 12.34.49;-2,9017725;-7,565677;6,0848637
07/11/2020 12.34.49;-2,2290018;-7,571663;6,281188
07/11/2020 12.34.49;-2,3319526;-8,062474;6,291962
07/11/2020 12.34.49;-2,8060043;-7,979874;6,245275
07/11/2020 12.34.49;-3,1962593;-7,132327;5,7987566
07/11/2020 12.34.49;-2,1440077;-7,3322425;6,519411
07/11/2020 12.34.49;-2,6264393;-7,4148426;6,8689647
07/11/2020 12.34.49;-2,8048072;-7,417237;6,670246
07/11/2020 12.34.49;-3,3889925;-7,454347;6,2464724
07/11/2020 12.34.49;-2,3403323;-6,9767036;6,528988
07/11/2020 12.34.49;-2,7150247;-7,7691846;7,023391
07/11/2020 12.34.49;-3,2225955;-7,2544312;6,465542
07/11/2020 12.34.49;-3,752911;-6,6522894;6,2512608
07/11/2020 12.34.49;-2,3870192;-6,943185;6,731298
07/11/2020 12.34.49;-2,7269957;-7,086837;7,4495587
07/11/2020 12.34.49;-3,1136594;-6,5457473;6,7731967
07/11/2020 12.34.49;-3,3854012;-6,9168487;6,6427126
07/11/2020 12.34.49;-2,7162218;-6,7205243;6,7109475
07/11/2020 12.34.49;-2,586935;-7,4591355;6,8545995
07/11/2020 12.34.49;-3,015497;-7,9511437;6,9252286
07/11/2020 12.34.49;-3,705027;-6,8773446;6,0728927
07/11/2020 12.34.49;-2,6491842;-6,7839704;6,1159883
07/11/2020 12.34.49;-2,6515784;-7,5429325;7,577648
07/11/2020 12.34.49;-2,7030537;-7,382521;6,9108634
07/11/2020 12.34.49;-3,442862;-7,3047094;5,7760115
07/11/2020 12.34.49;-2,6719291;-7,314286;6,2464724
07/11/2020 12.34.49;-2,2026656;-8,075643;6,531382
07/11/2020 12.34.49;-2,742558;-8,1079645;6,232107
07/11/2020 12.34.49;-3,549404;-6,955156;5,920861
07/11/2020 12.34.49;-2,5773582;-7,381324;6,527791
07/11/2020 12.34.49;-2,5462334;-7,2568254;7,2268977
07/11/2020 12.34.49;-3,086126;-6,7588315;6,751649
07/11/2020 12.34.49;-3,4524388;-7,109582;6,4020953
07/11/2020 12.34.49;-2,7210102;-6,9252286;6,5720835
07/11/2020 12.34.49;-2,5210943;-7,5572977;7,089231
07/11/2020 12.34.49;-2,942474;-7,7919292;6,8330517
07/11/2020 12.34.49;-3,976769;-6,8665705;6,301539
07/11/2020 12.34.49;-2,6204538;-6,8067155;6,2823853
07/11/2020 12.34.49;-2,777274;-7,0569096;7,539341
07/11/2020 12.34.49;-3,0765493;-6,495469;7,4112515
07/11/2020 12.34.49;-3,4404678;-6,244078;6,8785415
07/11/2020 12.34.49;-3,4249055;-6,6391215;6,839037
07/11/2020 12.34.49;-2,5258827;-7,0209966;7,004237
07/11/2020 12.34.49;-2,7712884;-7,8266454;6,879739
07/11/2020 12.34.49;-3,2273839;-7,2831616;6,471527
07/11/2020 12.34.49;-3,0214825;-6,8605847;5,913678
07/11/2020 12.34.49;-2,3331497;-7,4866686;6,9527617
07/11/2020 12.34.49;-2,542642;-7,5333557;6,5601125
07/11/2020 12.34.49;-3,1794999;-7,656657;5,955577
07/11/2020 12.34.49;-2,8898015;-7,6494746;5,6910176
07/11/2020 12.34.49;-1,946486;-8,186973;6,241684
07/11/2020 12.34.49;-2,3930047;-8,294712;6,3338604
07/11/2020 12.34.49;-3,5063083;-7,5070195;5,770026
07/11/2020 12.34.49;-2,6563668;-6,9958572;5,7903767
07/11/2020 12.34.49;-2,48159;-7,559692;7,207744
07/11/2020 12.34.49;-2,8395233;-6,751649;7,07726
07/11/2020 12.34.49;-3,4847605;-6,8785415;6,493075
07/11/2020 12.34.49;-2,871845;-6,9168487;6,384139
07/11/2020 12.34.49;-2,6850972;-7,4256167;7,026982
07/11/2020 12.34.49;-2,4911668;-7,6973586;6,8043213
07/11/2020 12.34.49;-3,406949;-7,349002;6,6271505
07/11/2020 12.34.49;-3,1914709;-6,38773;6,223727
07/11/2020 12.34.49;-2,5570073;-6,8366427;7,5908165
07/11/2020 12.34.49;-2,9293058;-6,6642604;7,2963295
07/11/2020 12.34.49;-3,1675289;-6,8318543;6,7085533
07/11/2020 12.34.49;-3,276465;-7,2807674;6,194997
07/11/2020 12.34.49;-2,3439236;-7,711724;6,489484
07/11/2020 12.34.49;-2,3211784;-8,275558;6,2847795
07/11/2020 12.34.49;-2,9652188;-8,166622;6,0968347
07/11/2020 12.34.49;-3,0310593;-6,9599442;5,746084
07/11/2020 12.34.49;-2,1296425;-7,751228;6,1195793
07/11/2020 12.34.49;-2,3415294;-7,77517;6,5696893
07/11/2020 12.34.49;-2,586935;-7,8469963;6,2524576
07/11/2020 12.34.49;-3,0705638;-8,094796;5,681441
07/11/2020 12.34.49;-2,2290018;-7,548918;5,363012
07/11/2020 12.34.49;-1,8626889;-8,63828;5,920861
07/11/2020 12.34.49;-2,110489;-8,948329;5,841852
07/11/2020 12.34.49;-3,028665;-7,989451;5,366603
07/11/2020 12.34.49;-2,6036944;-7,439982;5,5282116
07/11/2020 12.34.49;-2,3415294;-7,6111674;6,51582
07/11/2020 12.34.49;-2,6396074;-7,3083005;6,622362
07/11/2020 12.34.49;-3,0897174;-7,563283;5,815516
07/11/2020 12.34.49;-2,6862943;-7,7189064;5,804742
07/11/2020 12.34.49;-2,4372973;-7,714118;6,483498
07/11/2020 12.34.49;-2,0817583;-8,311471;6,2009826
07/11/2020 12.34.49;-2,8526914;-7,6829934;6,0585275
07/11/2020 12.34.49;-3,0370448;-7,157466;5,8634
07/11/2020 12.34.49;-2,3774424;-7,4723034;5,9687448
07/11/2020 12.34.49;-2,4756045;-7,8984714;6,956353
07/11/2020 12.34.49;-2,918532;-7,45315;6,1279593
07/11/2020 12.34.49;-3,0885203;-7,5680714;6,0645127
07/11/2020 12.34.49;-2,6408045;-7,6147585;6,220136
07/11/2020 12.34.49;-2,2948422;-7,5453267;6,5469446
07/11/2020 12.34.49;-2,6647465;-7,7213006;6,733692
07/11/2020 12.34.49;-3,369839;-6,993463;6,3865333
07/11/2020 12.34.49;-3,1184478;-6,564901;6,4607534
07/11/2020 12.34.49;-2,5881321;-6,981492;7,45315
07/11/2020 12.34.49;-2,96881;-6,5936313;7,145495
07/11/2020 12.34.49;-3,4261026;-6,623559;6,637924
07/11/2020 12.34.49;-3,2728736;-7,07726;6,351817
07/11/2020 12.34.49;-2,397793;-7,53575;6,295553
07/11/2020 12.34.49;-2,3116016;-8,323442;6,337452
07/11/2020 12.34.49;-2,8921957;-8,574833;6,0980315
07/11/2020 12.34.49;-3,108871;-7,418434;5,627571
07/11/2020 12.34.49;-2,7497406;-7,0126166;6,5481415
07/11/2020 12.34.49;-2,574964;-6,6522894;7,183802
07/11/2020 12.34.49;-3,1244333;-6,918046;7,195773
07/11/2020 12.34.49;-3,3159695;-6,9982514;5,9639564
07/11/2020 12.34.49;-2,9472623;-7,177817;6,4272346
07/11/2020 12.34.49;-2,1799207;-7,550115;6,645107
07/11/2020 12.34.49;-2,4384944;-8,079233;6,915652
07/11/2020 12.34.49;-3,834314;-7,1766195;5,7424927
07/11/2020 12.34.49;-2,4049757;-6,8522053;5,54138
07/11/2020 12.34.49;-2,4516625;-7,9092455;7,2460513
07/11/2020 12.34.49;-2,6791117;-7,3849154;6,8306575
07/11/2020 12.34.49;-3,3303347;-7,314286;6,232107
07/11/2020 12.34.49;-2,8491;-6,8605847;5,931635
07/11/2020 12.34.49;-2,6922798;-7,4603324;6,885724
07/11/2020 12.34.49;-2,542642;-7,787141;7,03177
07/11/2020 12.34.49;-3,8594532;-6,8545995;6,813898
07/11/2020 12.34.49;-3,0142999;-6,2021794;6,353014
07/11/2020 12.34.49;-2,64679;-6,6103907;7,3992805
07/11/2020 12.34.49;-3,1423898;-6,5445504;7,65546
07/11/2020 12.34.49;-3,333926;-6,989872;6,4511766
07/11/2020 12.34.49;-3,1723173;-7,4256167;6,564901
07/11/2020 12.34.49;-2,2122424;-7,302315;6,2021794
07/11/2020 12.34.49;-2,5761611;-8,356961;6,555324
07/11/2020 12.34.49;-2,9592333;-7,615956;6,209362
07/11/2020 12.34.49;-3,229778;-6,975507;6,105214
07/11/2020 12.34.49;-2,3439236;-6,8067155;7,1586633
07/11/2020 12.34.49;-2,9652188;-6,92044;7,2508397
07/11/2020 12.34.49;-3,466804;-6,944382;6,7109475
07/11/2020 12.34.49;-3,1352072;-7,1383123;6,465542
07/11/2020 12.34.49;-2,6791117;-7,4387846;6,7959414
07/11/2020 12.34.49;-2,4193408;-7,7368627;6,5505357
07/11/2020 12.34.49;-2,5246856;-7,9427643;6,126762
07/11/2020 12.34.49;-3,5984852;-7,3765354;6,2740054
07/11/2020 12.34.49;-2,36188;-7,165846;6,0202203
07/11/2020 12.34.49;-2,6132712;-7,7344685;6,993463
07/11/2020 12.34.49;-2,907758;-6,591237;6,841431
07/11/2020 12.34.49;-3,2632968;-7,351396;6,093243
07/11/2020 12.34.49;-2,8263552;-7,291541;6,081272
07/11/2020 12.34.49;-2,3247697;-7,9272017;6,6056023
07/11/2020 12.34.49;-2,3989902;-8,007407;6,2464724
07/11/2020 12.34.49;-3,0107086;-7,5680714;5,7377043
07/11/2020 12.34.49;-3,0346506;-7,047333;5,961562
07/11/2020 12.34.49;-2,303222;-7,619547;6,7384806
07/11/2020 12.34.49;-2,5366566;-7,574057;7,049727
07/11/2020 12.34.49;-2,5498247;-7,3777328;6,363788
07/11/2020 12.34.49;-3,3028011;-7,848193;5,9005103
07/11/2020 12.34.49;-3,1639376;-7,575254;6,329072
07/11/2020 12.34.49;-2,2266076;-7,326257;6,7145386
07/11/2020 12.34.49;-2,6731262;-7,6530657;6,6391215
07/11/2020 12.34.49;-3,2477345;-7,3442135;6,5577183
07/11/2020 12.34.49;-3,0621839;-6,679823;6,090849
07/11/2020 12.34.49;-2,5881321;-7,28795;7,311892
07/11/2020 12.34.49;-2,7808652;-7,3873096;6,7827735
07/11/2020 12.34.49;-3,132813;-7,513005;6,483498
07/11/2020 12.34.49;-3,3171666;-7,0341644;5,9543796
07/11/2020 12.34.49;-2,7820623;-7,2747817;6,939594
07/11/2020 12.34.49;-2,8538885;-7,0102224;7,491457
07/11/2020 12.34.49;-3,2321723;-6,76362;7,3609734
07/11/2020 12.34.49;-3,6008794;-6,1387334;6,89171
07/11/2020 12.34.49;-2,980781;-6,3362546;6,51582
07/11/2020 12.34.49;-2,6168625;-7,091625;7,2101383
07/11/2020 12.34.49;-3,0753522;-7,455544;7,536947
07/11/2020 12.34.49;-3,1842883;-7,2233067;6,337452
07/11/2020 12.34.49;-3,1148565;-7,2951326;6,3949127
07/11/2020 12.34.49;-2,5366566;-7,181408;6,3470287
07/11/2020 12.34.49;-2,7006595;-7,9750857;6,9611416
07/11/2020 12.34.49;-2,4827871;-7,702147;6,432023
07/11/2020 12.34.49;-3,1256304;-7,3442135;6,283582
07/11/2020 12.34.49;-2,822764;-7,338228;6,131551
07/11/2020 12.34.49;-2,7449522;-7,301118;7,15986
07/11/2020 12.34.49;-2,944868;-6,2141504;7,275979
07/11/2020 12.34.49;-3,4105403;-6,543353;7,217321
07/11/2020 12.34.49;-3,3734303;-6,9407907;6,253655
07/11/2020 12.34.49;-2,7341783;-7,005434;6,575675
07/11/2020 12.34.49;-2,5079262;-7,97748;6,8210807
07/11/2020 12.34.49;-2,5007436;-8,325836;6,135142
07/11/2020 12.34.49;-3,2668881;-7,827842;6,003461
07/11/2020 12.34.49;-2,7844565;-7,055712;6,0381765
07/11/2020 12.34.49;-2,6443958;-7,1407065;7,381324
07/11/2020 12.34.49;-2,96881;-6,3206925;7,1622543
07/11/2020 12.34.49;-3,5410242;-6,429629;6,567295
07/11/2020 12.34.49;-3,549404;-6,9264255;6,9862804
07/11/2020 12.34.49;-2,6288335;-6,8067155;6,5864487
07/11/2020 12.34.49;-2,814384;-7,3789296;7,3083005
07/11/2020 12.34.49;-3,2920272;-7,4711065;7,121553
07/11/2020 12.34.49;-3,3985693;-6,64391;6,670246
07/11/2020 12.34.49;-2,597709;-6,634333;6,3099184
07/11/2020 12.34.49;-2,944868;-7,4723034;7,727286
07/11/2020 12.34.49;-2,743755;-6,82946;6,7708025
07/11/2020 12.34.49;-3,570952;-7,00304;5,9986725
07/11/2020 12.34.49;-2,837129;-7,2664022;6,009446
07/11/2020 12.34.49;-2,291251;-8,333019;7,00304
07/11/2020 12.34.49;-2,6360161;-8,033744;6,47033
07/11/2020 12.34.49;-3,2549171;-7,0209966;5,896919
07/11/2020 12.34.49;-2,741361;-7,133524;6,0956373
07/11/2020 12.34.49;-2,3139958;-7,78355;6,6606693
07/11/2020 12.34.49;-2,3439236;-7,9475527;6,319495
07/11/2020 12.34.49;-2,4313118;-7,7248917;6,1985884
07/11/2020 12.34.49;-2,4001873;-7,854179;5,8215013
07/11/2020 12.34.49;-2,280477;-8,042124;5,657499
07/11/2020 12.34.49;-2,0829554;-8,264784;5,645528
07/11/2020 12.34.49;-2,1164744;-8,400057;5,427655
07/11/2020 12.34.49;-1,9297266;-8,384495;5,400122
07/11/2020 12.34.49;-2,0362685;-8,443152;5,5617304
07/11/2020 12.34.49;-2,0901382;-8,389283;5,756858
07/11/2020 12.34.49;-2,146402;-8,219295;5,6646814
07/11/2020 12.34.49;-2,2768857;-7,9822683;5,6120086
07/11/2020 12.34.49;-3,3542767;-7,78355;5,889736
07/11/2020 12.34.49;-3,0609868;-7,1059904;5,531803
07/11/2020 12.34.49;-2,4241292;-7,819463;6,4763155
07/11/2020 12.34.49;-2,5318682;-7,608773;7,1766195
07/11/2020 12.34.49;-2,6779146;-6,906075;6,4882865
07/11/2020 12.34.49;-3,4332852;-7,225701;5,7808
07/11/2020 12.34.49;-2,9819782;-7,33344;6,2021794
07/11/2020 12.34.49;-2,2505496;-7,6841903;6,171055
07/11/2020 12.34.49;-2,6084828;-8,559271;6,645107
07/11/2020 12.34.49;-3,2680852;-7,6985555;5,9867015
07/11/2020 12.34.49;-2,6168625;-7,326257;5,8454432
07/11/2020 12.34.49;-2,1787236;-7,2508397;6,5026517
07/11/2020 12.34.49;-2,8383262;-7,386112;6,907272
07/11/2020 12.35.00;-3,205836;-7,1993647;5,878962
07/11/2020 12.35.00;-2,3427265;-7,5165963;6,3793507
