timestamp;2:26:29;AccelerationX;-0,74675035;AccelerationY;0,39734364;AccelerationZ;-0,23542345
timestamp;2:26:29;AccelerationX;1,8940402;AccelerationY;-1,9462382;AccelerationZ;0,87564737
timestamp;2:26:30;AccelerationX;1,1867046;AccelerationY;-1,3965617;AccelerationZ;1,164334
timestamp;2:26:30;AccelerationX;-0,037284255;AccelerationY;-0,46019423;AccelerationZ;0,13848437
timestamp;2:26:30;AccelerationX;-0,6061355;AccelerationY;0,24181503;AccelerationZ;-0,4250405
timestamp;2:26:30;AccelerationX;1,135572;AccelerationY;-1,067395;AccelerationZ;0,7414241
timestamp;2:26:30;AccelerationX;-1,5425029;AccelerationY;0,9672601;AccelerationZ;0,25033715
timestamp;2:26:31;AccelerationX;-0,28549087;AccelerationY;0,026631612;AccelerationZ;-0,23009712
timestamp;2:26:31;AccelerationX;-0,19920446;AccelerationY;0,21731395;AccelerationZ;0,38562572
timestamp;2:26:31;AccelerationX;0,04474111;AccelerationY;0,18109496;AccelerationZ;0,082025364
timestamp;2:26:31;AccelerationX;0,0479369;AccelerationY;-0,099069595;AccelerationZ;0,056459017
timestamp;2:26:31;AccelerationX;0,046871636;AccelerationY;0,05219796;AccelerationZ;0,017044231
timestamp;2:26:32;AccelerationX;-0,0628506;AccelerationY;-0,033023197;AccelerationZ;0,035153728
timestamp;2:26:32;AccelerationX;0,07350325;AccelerationY;-0,3089267;AccelerationZ;-0,1107875
timestamp;2:26:32;AccelerationX;-0,46658584;AccelerationY;0,07563378;AccelerationZ;-0,1736381
timestamp;2:26:32;AccelerationX;-0,25672874;AccelerationY;-0,49321744;AccelerationZ;0,8863
timestamp;2:26:32;AccelerationX;0,30040458;AccelerationY;0,25353295;AccelerationZ;0,84581995
timestamp;2:26:32;AccelerationX;0,3153183;AccelerationY;0,09054748;AccelerationZ;0,34621096
timestamp;2:26:33;AccelerationX;0,15020229;AccelerationY;-0,16192019;AccelerationZ;0,24501082
timestamp;2:26:33;AccelerationX;0,46019423;AccelerationY;-1,1430287;AccelerationZ;1,7555559
timestamp;2:26:33;AccelerationX;-1,0162623;AccelerationY;-1,1110709;AccelerationZ;3,5750275
timestamp;2:26:33;AccelerationX;-1,8588865;AccelerationY;0,24927188;AccelerationZ;0,024501082
timestamp;2:26:33;AccelerationX;1,3667343;AccelerationY;-0,18322548;AccelerationZ;-0,3057309
timestamp;2:26:34;AccelerationX;-2,7537086;AccelerationY;-0,10013486;AccelerationZ;3,536678
timestamp;2:26:34;AccelerationX;0,6593987;AccelerationY;-0,5699165;AccelerationZ;2,014415
timestamp;2:26:34;AccelerationX;-0,8159926;AccelerationY;-3,444;AccelerationZ;-0,45593318
timestamp;2:26:34;AccelerationX;1,7310548;AccelerationY;4,7585363;AccelerationZ;-2,9348035
timestamp;2:26:34;AccelerationX;-2,7941887;AccelerationY;14,751782;AccelerationZ;0,3930826
timestamp;2:26:35;AccelerationX;0,63702816;AccelerationY;-0,3270362;AccelerationZ;0,041545313
timestamp;2:26:35;AccelerationX;-0,04474111;AccelerationY;0,25033715;AccelerationZ;0,007456851
timestamp;2:26:35;AccelerationX;0,62531024;AccelerationY;0,03195793;AccelerationZ;1,1291803
timestamp;2:26:35;AccelerationX;0,020240024;AccelerationY;-0,3717773;AccelerationZ;-0,1107875
timestamp;2:26:35;AccelerationX;-0,32384038;AccelerationY;-0,099069595;AccelerationZ;0,4048005
timestamp;2:26:36;AccelerationX;0,06178534;AccelerationY;-0,20985709;AccelerationZ;0,0053263223
timestamp;2:26:36;AccelerationX;0,017044231;AccelerationY;0,8202536;AccelerationZ;1,1835088
timestamp;2:26:36;AccelerationX;-0,26312032;AccelerationY;1,3859091;AccelerationZ;-0,7222493
timestamp;2:26:36;AccelerationX;1,0823087;AccelerationY;-2,9348035;AccelerationZ;2,3755398
timestamp;2:26:36;AccelerationX;-0,10865697;AccelerationY;-0,12996227;AccelerationZ;0,051132694
timestamp;2:26:36;AccelerationX;0,037284255;AccelerationY;0,18535602;AccelerationZ;0,002130529
